"","Year","Period","State","Commodity","Data Item","Domain","Domain Category","Value"
"966",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1"
"967",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"968",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1.7"
"969",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","(D)"
"970",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","(D)"
"971",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1.3"
"972",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(D)"
"973",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"974",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"975",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"976",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(D)"
"977",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)"
"978",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","(D)"
"979",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1.5"
"980",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","(D)"
"981",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"982",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","1.3"
"983",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","(D)"
"984",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","(D)"
"985",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)"
"986",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"987",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","(D)"
"988",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","23"
"989",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","16"
"990",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","23"
"991",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"992",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","14"
"993",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"994",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","14"
"995",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)"
"996",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)"
"997",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","15"
"998",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)"
"999",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"1000",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","23"
"1001",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)"
"1002",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","50"
"1003",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","7"
"1004",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)"
"1005",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICHLOBENIL = 27401)","(D)"
"1006",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","(D)"
"1007",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","(D)"
"1008",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)"
"1009",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXABEN = 125851)","(D)"
"1010",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","(D)"
"1011",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","(D)"
"1012",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","5"
"1013",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"1014",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","19"
"1015",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","(D)"
"1016",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","(D)"
"1017",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","27"
"1018",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","39"
"1019",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(D)"
"1020",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"1021",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"1022",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"1023",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(D)"
"1024",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)"
"1025",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","(D)"
"1026",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","9"
"1027",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","(D)"
"1028",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"1029",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","28"
"1030",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","12"
"1031",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","(D)"
"1032",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","(D)"
"1033",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)"
"1034",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","(D)"
"1035",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK - ACRES HARVESTED","TOTAL","NOT SPECIFIED","950"
"1036",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,180,000"
"1037",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1038",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, FRESH MARKET - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"1039",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, NOT SOLD - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","250,000"
"1040",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1041",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, PROCESSING - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"1042",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,507,000"
"1043",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, UTILIZED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,930,000"
"1044",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, BLACK, UTILIZED - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,030"
"1045",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,216,000"
"1046",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","650,000"
"1047",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, NOT SOLD - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","280,000"
"1048",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","4,840,000"
"1049",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, PROCESSING - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,470,000"
"1050",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","750"
"1051",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,220,000"
"1052",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1053",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, FRESH MARKET - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"1054",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, NOT SOLD - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,000"
"1055",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1056",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, PROCESSING - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"1057",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,549,000"
"1058",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, UTILIZED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,190,000"
"1059",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, RED, UTILIZED - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","4,250"
"1060",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,056,000"
"1061",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, UTILIZED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,120,000"
"1062",2017,"YEAR","OREGON","RASPBERRIES","RASPBERRIES, UTILIZED - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,010"
"1063",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,710"
"1064",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","78,050,000"
"1065",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"1066",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","1,800"
"1067",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","41,600"
"1068",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","47,600"
"1069",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)"
"1070",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"1071",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","500"
"1072",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","2,400"
"1073",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","500"
"1074",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"1075",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","1,600"
"1076",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
"1077",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)"
"1078",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","1,600"
"1079",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)"
"1080",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","500"
"1081",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","(D)"
"1082",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","900"
"1083",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"1084",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","104,900"
"1085",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","200"
"1086",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)"
"1087",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICHLOBENIL = 27401)","(D)"
"1088",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","(D)"
"1089",2017,"YEAR","WASHINGTON","RASPBERRIES","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
