"","Year","Period","State","Commodity","Data Item","Domain","Domain Category","Value"
"1691",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)"
"1692",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)"
"1693",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"1694",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","(D)"
"1695",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"1696",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"1697",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)"
"1698",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)"
"1699",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","3.7"
"1700",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"1701",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
"1702",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)"
"1703",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","(D)"
"1704",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"1705",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)"
"1706",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(D)"
"1707",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"1708",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"1709",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"1710",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(D)"
"1711",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(D)"
"1712",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)"
"1713",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","(D)"
"1714",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)"
"1715",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)","(D)"
"1716",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"1717",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","(D)"
"1718",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","(D)"
"1719",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)"
"1720",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"1721",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)"
"1722",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYL DISULFIDE (DMDS) = 29088)","(D)"
"1723",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","(D)"
"1724",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","18"
"1725",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","17.6"
"1726",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (POTASH)","18"
"1727",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"1728",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","96"
"1729",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)"
"1730",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"1731",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","33"
"1732",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"1733",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"1734",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","33"
"1735",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
"1736",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)"
"1737",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)"
"1738",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"1739",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","(D)"
"1740",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"1741",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"1742",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)"
"1743",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)"
"1744",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","37"
"1745",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","100"
"1746",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"1747",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
"1748",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)"
"1749",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","(D)"
"1750",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"1751",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)"
"1752",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","(D)"
"1753",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(D)"
"1754",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"1755",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"1756",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"1757",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(D)"
"1758",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(D)"
"1759",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)"
"1760",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","(D)"
"1761",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)"
"1762",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)","(D)"
"1763",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"1764",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","(D)"
"1765",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","(D)"
"1766",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)"
"1767",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"1768",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","37"
"1769",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)"
"1770",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYL DISULFIDE (DMDS) = 29088)","(D)"
"1771",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","(D)"
"1772",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","(D)"
"1773",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","100"
"1774",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","97"
"1775",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (POTASH)","100"
"1776",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","281,750,000"
"1777",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,450,000"
"1778",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0"
"1779",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0"
"1780",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0"
"1781",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0"
"1782",2018,"YEAR","FLORIDA","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,450,000"
"1783",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","700"
"1784",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","800"
"1785",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,229,000"
"1786",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","30,800"
"1787",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","44"
"1788",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1789",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","(D)"
"1790",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","200"
"1791",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1792",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","(D)"
"1793",2018,"YEAR","NEW YORK","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","30,600"
"1794",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,000"
"1795",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,100"
"1796",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","21,375,000"
"1797",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","125,000"
"1798",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","125"
"1799",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","21,375,000"
"1800",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","125,000"
"1801",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0"
"1802",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0"
"1803",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0"
"1804",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0"
"1805",2018,"YEAR","NORTH CAROLINA","STRAWBERRIES","STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","125,000"
"1806",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,100"
"1807",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,300"
"1808",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","11,687,000"
"1809",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","110,000"
"1810",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","100"
"1811",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"1812",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","(D)"
"1813",2018,"YEAR","OREGON","STRAWBERRIES","STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","700"
